

#lambda(nm), Y
432.784, 0.431386
431.661, 0.43222
430.544, 0.432996
429.432, 0.433743
428.326, 0.434429
427.226, 0.435086
426.132, 0.435687
425.043, 0.436268
423.959, 0.436829
422.881, 0.437488
421.809, 0.437811
420.742, 0.437561
419.68, 0.437476
418.624, 0.437441
417.573, 0.43707
416.528, 0.436912
415.487, 0.436675
414.452, 0.436465
413.422, 0.436185
412.397, 0.43604
411.377, 0.435975
410.362, 0.436068
409.352, 0.436484
408.347, 0.436896
407.347, 0.43625
406.352, 0.436296
405.361, 0.435882
404.376, 0.436848
403.395, 0.437076
402.419, 0.437019
401.448, 0.437018
400.482, 0.436799
399.52, 0.436738
398.562, 0.436618
397.61, 0.436438
396.661, 0.436254
395.718, 0.436084
394.778, 0.435911
393.844, 0.435712
392.913, 0.435484
391.987, 0.435236
391.066, 0.434955
390.149, 0.434655
389.236, 0.434296
388.327, 0.433911
387.422, 0.433437
386.522, 0.432939
385.626, 0.432306
384.734, 0.431952
383.846, 0.431953
382.962, 0.432262
382.083, 0.43218
381.207, 0.431749
380.335, 0.431287
379.468, 0.431019
378.604, 0.430783
377.744, 0.430649
376.888, 0.430398
376.036, 0.430202
375.188, 0.429888
374.344, 0.429673
373.503, 0.429395
372.666, 0.429237
371.833, 0.429038
371.004, 0.428938
370.178, 0.428798
369.356, 0.428723
368.538, 0.428617
367.723, 0.428545
366.912, 0.428465
366.104, 0.428393
365.3, 0.428352
364.5, 0.428285
363.703, 0.428317
362.909, 0.42827
362.119, 0.428588
361.332, 0.428297
360.549, 0.427643
359.769, 0.427067
358.993, 0.426361
358.22, 0.426028
357.45, 0.425337
356.683, 0.424855
355.92, 0.424328
355.16, 0.423924
354.403, 0.423384
353.65, 0.422992
352.9, 0.422514
352.152, 0.422254
351.408, 0.421837
350.668, 0.422064
349.93, 0.422149
349.195, 0.42187
348.464, 0.421491
347.735, 0.420812
347.01, 0.420514
346.287, 0.419816
345.568, 0.419193
344.851, 0.418525
344.138, 0.417927
343.427, 0.417191
342.72, 0.416471
342.015, 0.415703
341.313, 0.414971
340.614, 0.414199
339.918, 0.413422
339.225, 0.412619
338.535, 0.411808
337.847, 0.411005
337.162, 0.410188
336.48, 0.409391
335.801, 0.408561
335.124, 0.407759
334.45, 0.406922
333.779, 0.406124
333.111, 0.405708
332.445, 0.406075
331.782, 0.405402
331.121, 0.404659
330.464, 0.404248
329.808, 0.403895
329.156, 0.403488
328.506, 0.402951
327.858, 0.402356
327.213, 0.401801
326.571, 0.401253
325.931, 0.400781
325.293, 0.400286
324.658, 0.399845
324.026, 0.399352
323.396, 0.399057
322.768, 0.398632
322.143, 0.398272
321.521, 0.397746
320.9, 0.397382
320.282, 0.396916
319.667, 0.396495
319.054, 0.396046
318.443, 0.395664
317.834, 0.395223
317.228, 0.394826
316.624, 0.394396
316.023, 0.394021
315.424, 0.393623
314.826, 0.393279
314.232, 0.392928
313.639, 0.392721
313.049, 0.392697
312.461, 0.392315
311.875, 0.391914
311.291, 0.391429
310.71, 0.391022
310.131, 0.390556
309.553, 0.390105
308.978, 0.389638
308.405, 0.389218
307.835, 0.388748
307.266, 0.388315
306.699, 0.387844
306.135, 0.387428
305.573, 0.386969
305.012, 0.386557
304.454, 0.386098
303.898, 0.385692
303.343, 0.385245
302.791, 0.384854
302.241, 0.384424
301.693, 0.384116
301.147, 0.383743
300.602, 0.383429
300.06, 0.383074
299.52, 0.382612
298.981, 0.382156
298.445, 0.381797
297.91, 0.38138
297.378, 0.381002
296.847, 0.380525
296.318, 0.380092
295.791, 0.379609
295.266, 0.379176
294.743, 0.378708
294.222, 0.378264
293.702, 0.377784
293.184, 0.377304
292.669, 0.37679
292.155, 0.376263
291.642, 0.375755
291.132, 0.375476
290.623, 0.375074
290.116, 0.374444
289.611, 0.374073
289.108, 0.37361
288.606, 0.373312
288.106, 0.372809
287.608, 0.372352
287.112, 0.371862
286.617, 0.371344
286.124, 0.370832
285.633, 0.370364
285.143, 0.369868
284.655, 0.369392
284.169, 0.368851
283.684, 0.368354
283.201, 0.367811
282.72, 0.367328
282.24, 0.366766
281.762, 0.366316
281.285, 0.365895
280.81, 0.365493
280.337, 0.365107
279.865, 0.364679
279.395, 0.364294
278.927, 0.363929
278.46, 0.363548
277.994, 0.363198
277.531, 0.362884
277.068, 0.362568
276.608, 0.362295
276.148, 0.362031
275.691, 0.361783
275.234, 0.361564
274.78, 0.36129
274.327, 0.361143
273.875, 0.360903
273.425, 0.360728
272.976, 0.360581
272.529, 0.360454
272.083, 0.360307
271.639, 0.360208
271.196, 0.36012
270.754, 0.360067
270.314, 0.360006
269.876, 0.359993
269.438, 0.360007
269.003, 0.360042
268.568, 0.360054
268.135, 0.360117
267.704, 0.360161
267.274, 0.360246
266.845, 0.360352
266.418, 0.360509
265.991, 0.360633
265.567, 0.360758
265.143, 0.360873
264.721, 0.361058
264.301, 0.361174
263.882, 0.361382
263.464, 0.361573
263.047, 0.36178
262.632, 0.361989
262.218, 0.362244
261.805, 0.362508
261.393, 0.362854
260.983, 0.363149
260.574, 0.363476
260.167, 0.363768
259.761, 0.364116
259.356, 0.364415
258.952, 0.364753
258.549, 0.365086
258.148, 0.365477
257.748, 0.365863
257.349, 0.366227
256.952, 0.366582
256.555, 0.366941
256.16, 0.367285
255.766, 0.367629
255.374, 0.36797
254.982, 0.368299
254.592, 0.368625
254.203, 0.368936
253.815, 0.369257
253.428, 0.369551
253.043, 0.369861
252.658, 0.370131
252.275, 0.370422
251.893, 0.370661
251.512, 0.370934
251.132, 0.371145
250.754, 0.371405
250.376, 0.371594
250, 0.372089


