

#lambda(nm), Y
1000, 0.377653
994.024, 0.379201
988.119, 0.38047
982.283, 0.381048
976.517, 0.381291
970.817, 0.381225
965.184, 0.381044
959.615, 0.38067
954.111, 0.380201
948.669, 0.379562
943.289, 0.378779
937.97, 0.377772
932.71, 0.376403
927.509, 0.374923
922.366, 0.374072
917.279, 0.373487
912.249, 0.372613
907.273, 0.371682
902.351, 0.370587
897.482, 0.36958
892.665, 0.368461
887.9, 0.367508
883.186, 0.366462
878.521, 0.365649
873.905, 0.364761
869.338, 0.364184
864.818, 0.36357
860.345, 0.363382
855.918, 0.363286
851.536, 0.363915
847.199, 0.365653
842.905, 0.370525
838.655, 0.369884
834.448, 0.368315
830.283, 0.367399
826.159, 0.366121
822.076, 0.364873
818.033, 0.363728
814.029, 0.362606
810.065, 0.361597
806.139, 0.360547
802.251, 0.359638
798.4, 0.358686
794.586, 0.357894
790.808, 0.357051
787.066, 0.356363
783.359, 0.355612
779.688, 0.355005
776.05, 0.354327
772.446, 0.353779
768.875, 0.353158
765.337, 0.352649
761.832, 0.352068
758.359, 0.351581
754.917, 0.351025
751.506, 0.350546
748.126, 0.350009
744.776, 0.349526
741.456, 0.349002
738.166, 0.348497
734.904, 0.347975
731.672, 0.347411
728.467, 0.346873
725.291, 0.346189
722.142, 0.347239
719.02, 0.349399
715.925, 0.349461
712.857, 0.349616
709.815, 0.349629
706.799, 0.349362
703.808, 0.34883
700.843, 0.347203
697.902, 0.344869
694.986, 0.345042
692.094, 0.344611
689.227, 0.344497
686.382, 0.344395
683.562, 0.344444
680.764, 0.34438
677.989, 0.344472
675.237, 0.344529
672.507, 0.344737
669.799, 0.344932
667.112, 0.345257
664.447, 0.345601
661.804, 0.346071
659.181, 0.346593
656.579, 0.347238
653.997, 0.34796
651.436, 0.348798
648.895, 0.349733
646.373, 0.350777
643.871, 0.351936
641.388, 0.353197
638.924, 0.354587
636.48, 0.356073
634.053, 0.357699
631.646, 0.359417
629.256, 0.361286
626.884, 0.363247
624.531, 0.365373
622.195, 0.3676
619.876, 0.370014
617.574, 0.372547
615.29, 0.375299
613.022, 0.378197
610.771, 0.381356
608.537, 0.384659
606.318, 0.388178
604.116, 0.391252
601.93, 0.393819
599.76, 0.395348
597.605, 0.396221
595.465, 0.398074
593.341, 0.399487
591.232, 0.4009
589.138, 0.401797
587.059, 0.402741
584.994, 0.403433
582.944, 0.404236
580.908, 0.404853
578.886, 0.405527
576.879, 0.405989
574.885, 0.406452
572.905, 0.406683
570.938, 0.406895
568.985, 0.406883
567.045, 0.406856
565.119, 0.406623
563.205, 0.406388
561.305, 0.405966
559.417, 0.405555
557.542, 0.404975
555.679, 0.404414
553.829, 0.403706
551.991, 0.403027
550.165, 0.402227
548.352, 0.401468
546.55, 0.400631
544.76, 0.399846
542.982, 0.399063
541.215, 0.398359
539.459, 0.398135
537.716, 0.399374
535.983, 0.399194
534.261, 0.399326
532.551, 0.399006
530.851, 0.398745
529.162, 0.398515
527.484, 0.398361
525.817, 0.398182
524.16, 0.398153
522.513, 0.398228
520.877, 0.398526
519.251, 0.399018
517.635, 0.399806
516.029, 0.401322
514.433, 0.402271
512.847, 0.401846
511.27, 0.401946
509.704, 0.401771
508.147, 0.401525
506.599, 0.401116
505.061, 0.400625
503.532, 0.400287
502.012, 0.399937
500.502, 0.399982
499, 0.400489
497.507, 0.401379
496.024, 0.401572
494.549, 0.40176
493.083, 0.401805
491.626, 0.4021
490.177, 0.402256
488.737, 0.402596
487.305, 0.402802
485.881, 0.403162
484.466, 0.403421
483.059, 0.403817
481.66, 0.404141
480.269, 0.404576
478.887, 0.40496
477.512, 0.405423
476.145, 0.405852
474.786, 0.40632
473.435, 0.406765
472.091, 0.407194
470.755, 0.407593
469.426, 0.407859
468.105, 0.40798
466.791, 0.407131
465.485, 0.407178
464.186, 0.407483
462.894, 0.407994
461.61, 0.408617
460.332, 0.409169
459.062, 0.409896
457.798, 0.410661
456.542, 0.411492
455.292, 0.412331
454.049, 0.413233
452.813, 0.414168
451.584, 0.415153
450.361, 0.416157
449.145, 0.417187
447.935, 0.41823
446.732, 0.419288
445.536, 0.420358
444.346, 0.421433
443.162, 0.42251
441.984, 0.423577
440.813, 0.424639
439.648, 0.425678
438.489, 0.426704
437.336, 0.427699
436.189, 0.428677
435.048, 0.429612
433.913, 0.430524
